packetTotalCount,reversePacketTotalCount,octetTotalCount,reverseOctetTotalCount,smallPacketCount,reverseSmallPacketCount,largePacketCount,reverseLargePacketCount,nonEmptyPacketCount,reverseNonEmptyPacketCount,dataByteCount,reverseDataByteCount,averageInterarrivalTime,reverseAverageInterarrivalTime,firstNonEmptyPacketSize,reverseFirstNonEmptyPacketSize,maxPacketSize,reverseMaxPacketSize,standardDeviationPayloadLength,reverseStandardDeviationPayloadLength,standardDeviationInterarrivalTime,reverseStandardDeviationInterarrivalTime,deviceName
27.0,21.0,3203.0,4053.0,0.0,0.0,2.0,2.0,15.0,12.0,2115.0,3205.0,61581.0,80030.0,139.0,1420.0,517.0,1420.0,130.0,442.0,72860.0,84837.0,tp-link-kasa-smart-plug-hs105
35.0,29.0,3836.0,4931.0,0.0,0.0,2.0,2.0,18.0,18.0,2428.0,3763.0,47400.0,57542.0,139.0,1420.0,517.0,1420.0,131.0,449.0,65818.0,70657.0,tp-link-kasa-smart-plug-hs105
11.0,11.0,1462.0,3175.0,0.0,0.0,2.0,2.0,4.0,6.0,1014.0,2727.0,6947.0,6939.0,139.0,1420.0,517.0,1420.0,165.0,516.0,20505.0,20534.0,tp-link-kasa-smart-plug-hs105
28.0,21.0,3280.0,4420.0,0.0,0.0,3.0,2.0,14.0,15.0,2152.0,3572.0,59290.0,80031.0,139.0,1420.0,517.0,1420.0,128.0,443.0,71582.0,84758.0,tp-link-kasa-smart-plug-hs105
10.0,10.0,1474.0,3050.0,0.0,0.0,2.0,2.0,4.0,5.0,1066.0,2642.0,82.0,73.0,143.0,1420.0,565.0,1420.0,183.0,537.0,34.0,78.0,tp-link-kasa-smart-plug-hs105
16.0,14.0,1965.0,3550.0,0.0,0.0,2.0,2.0,7.0,9.0,1317.0,2982.0,52933.0,61070.0,139.0,1420.0,517.0,1420.0,145.0,456.0,68328.0,83271.0,tp-link-kasa-smart-plug-hs105
28.0,21.0,3253.0,4186.0,0.0,0.0,2.0,2.0,15.0,13.0,2125.0,3338.0,59324.0,80065.0,139.0,1420.0,517.0,1420.0,130.0,441.0,71593.0,84778.0,tp-link-kasa-smart-plug-hs105
35.0,29.0,3539.0,6353.0,0.0,0.0,2.0,4.0,15.0,16.0,2115.0,5169.0,48154.0,58470.0,139.0,1420.0,517.0,1420.0,130.0,493.0,47573.0,57879.0,tp-link-kasa-smart-plug-hs105
26.0,19.0,2971.0,4106.0,0.0,0.0,2.0,2.0,13.0,13.0,1923.0,3338.0,64057.0,88962.0,139.0,1420.0,517.0,1420.0,129.0,441.0,74292.0,91289.0,tp-link-kasa-smart-plug-hs105
11.0,11.0,1462.0,3175.0,0.0,0.0,2.0,2.0,4.0,6.0,1014.0,2727.0,2263.0,2254.0,139.0,1420.0,517.0,1420.0,165.0,516.0,6444.0,6475.0,tp-link-kasa-smart-plug-hs105
28.0,22.0,3152.0,4311.0,0.0,0.0,2.0,2.0,14.0,14.0,2024.0,3423.0,59275.0,76204.0,139.0,1420.0,517.0,1420.0,129.0,443.0,71564.0,87713.0,tp-link-kasa-smart-plug-hs105
11.0,13.0,1553.0,3255.0,0.0,0.0,2.0,2.0,5.0,6.0,1105.0,2727.0,8161.0,6793.0,139.0,1420.0,517.0,1420.0,161.0,516.0,24140.0,6698.0,tp-link-kasa-smart-plug-hs105
10.0,11.0,1422.0,3175.0,0.0,0.0,2.0,2.0,4.0,6.0,1014.0,2727.0,3019.0,2709.0,139.0,1420.0,517.0,1420.0,165.0,516.0,8206.0,7840.0,tp-link-kasa-smart-plug-hs105
27.0,22.0,3112.0,4311.0,0.0,0.0,2.0,2.0,14.0,14.0,2024.0,3423.0,69224.0,85706.0,139.0,1420.0,517.0,1420.0,129.0,443.0,77467.0,88861.0,tp-link-kasa-smart-plug-hs105
29.0,22.0,3421.0,4343.0,0.0,0.0,3.0,2.0,15.0,14.0,2253.0,3455.0,57186.0,76227.0,139.0,1420.0,517.0,1420.0,128.0,441.0,70451.0,82114.0,tp-link-kasa-smart-plug-hs105
26.0,20.0,2971.0,4231.0,0.0,0.0,2.0,2.0,13.0,14.0,1923.0,3423.0,64074.0,84278.0,139.0,1420.0,517.0,1420.0,129.0,443.0,74301.0,87808.0,tp-link-kasa-smart-plug-hs105
11.0,11.0,1514.0,3271.0,0.0,0.0,2.0,2.0,4.0,6.0,1066.0,2823.0,169.0,161.0,143.0,1420.0,565.0,1420.0,183.0,507.0,205.0,230.0,tp-link-kasa-smart-plug-hs105
9.0,10.0,1382.0,3002.0,0.0,0.0,2.0,2.0,4.0,5.0,1014.0,2594.0,4854.0,4306.0,139.0,1420.0,517.0,1420.0,165.0,543.0,12556.0,11975.0,tp-link-kasa-smart-plug-hs105
10.0,11.0,1422.0,3175.0,0.0,0.0,2.0,2.0,4.0,6.0,1014.0,2727.0,8467.0,7612.0,139.0,1420.0,517.0,1420.0,165.0,516.0,23620.0,22554.0,tp-link-kasa-smart-plug-hs105
26.0,20.0,2870.0,4231.0,0.0,0.0,2.0,2.0,12.0,14.0,1822.0,3423.0,64058.0,84268.0,139.0,1420.0,517.0,1420.0,128.0,443.0,74286.0,91332.0,tp-link-kasa-smart-plug-hs105
28.0,22.0,3152.0,4311.0,0.0,0.0,2.0,2.0,14.0,14.0,2024.0,3423.0,59312.0,76251.0,139.0,1420.0,517.0,1420.0,129.0,443.0,71587.0,87736.0,tp-link-kasa-smart-plug-hs105
14.0,13.0,1784.0,3425.0,0.0,0.0,2.0,2.0,6.0,8.0,1216.0,2897.0,35194.0,38120.0,139.0,1420.0,517.0,1420.0,152.0,475.0,61776.0,79985.0,tp-link-kasa-smart-plug-hs105
10.0,11.0,1422.0,3175.0,0.0,0.0,2.0,2.0,4.0,6.0,1014.0,2727.0,8186.0,7360.0,139.0,1420.0,517.0,1420.0,165.0,516.0,22829.0,21798.0,tp-link-kasa-smart-plug-hs105
10.0,11.0,1422.0,3175.0,0.0,0.0,2.0,2.0,4.0,6.0,1014.0,2727.0,2742.0,2459.0,139.0,1420.0,517.0,1420.0,165.0,516.0,7417.0,7087.0,tp-link-kasa-smart-plug-hs105
10.0,11.0,1422.0,3175.0,0.0,0.0,2.0,2.0,4.0,6.0,1014.0,2727.0,2525.0,2258.0,139.0,1420.0,517.0,1420.0,165.0,516.0,6794.0,6476.0,tp-link-kasa-smart-plug-hs105
10.0,11.0,1422.0,3175.0,0.0,0.0,2.0,2.0,4.0,6.0,1014.0,2727.0,13852.0,12460.0,139.0,1420.0,517.0,1420.0,165.0,516.0,38852.0,37095.0,tp-link-kasa-smart-plug-hs105
13.0,16.0,3610.0,3774.0,0.0,0.0,6.0,2.0,8.0,9.0,3082.0,3126.0,668.0,435.0,139.0,1420.0,517.0,1420.0,176.0,448.0,661.0,320.0,tp-link-kasa-smart-plug-hs105
10.0,11.0,1422.0,3175.0,0.0,0.0,2.0,2.0,4.0,6.0,1014.0,2727.0,16196.0,14569.0,139.0,1420.0,517.0,1420.0,165.0,516.0,45484.0,43425.0,tp-link-kasa-smart-plug-hs105
9.0,14.0,924.0,9772.0,0.0,0.0,0.0,8.0,4.0,8.0,556.0,9204.0,2965.0,1816.0,139.0,1420.0,139.0,1420.0,0.0,269.0,6479.0,1543.0,tp-link-kasa-smart-plug-hs105
10.0,11.0,1422.0,3175.0,0.0,0.0,2.0,2.0,4.0,6.0,1014.0,2727.0,17955.0,16151.0,139.0,1420.0,517.0,1420.0,165.0,516.0,50462.0,48173.0,tp-link-kasa-smart-plug-hs105
8.0,8.0,491.0,5485.0,0.0,0.0,0.0,4.0,1.0,4.0,139.0,5141.0,3149.0,3085.0,139.0,1420.0,139.0,1420.0,0.0,233.0,6885.0,3727.0,tp-link-kasa-smart-plug-hs105
10.0,13.0,1513.0,3255.0,0.0,0.0,2.0,2.0,5.0,6.0,1105.0,2727.0,5254.0,3934.0,139.0,1420.0,517.0,1420.0,161.0,516.0,14504.0,3835.0,tp-link-kasa-smart-plug-hs105
26.0,21.0,2870.0,4356.0,0.0,0.0,2.0,2.0,12.0,15.0,1822.0,3508.0,64070.0,80070.0,139.0,1420.0,517.0,1420.0,128.0,444.0,74308.0,89389.0,tp-link-kasa-smart-plug-hs105
26.0,20.0,2971.0,4146.0,0.0,0.0,2.0,2.0,13.0,13.0,1923.0,3338.0,64072.0,84286.0,139.0,1420.0,517.0,1420.0,129.0,441.0,74306.0,87827.0,tp-link-kasa-smart-plug-hs105
10.0,11.0,1422.0,3175.0,0.0,0.0,2.0,2.0,4.0,6.0,1014.0,2727.0,7548.0,6783.0,139.0,1420.0,517.0,1420.0,165.0,516.0,20993.0,20058.0,tp-link-kasa-smart-plug-hs105
10.0,11.0,1689.0,3042.0,0.0,0.0,3.0,2.0,5.0,5.0,1281.0,2594.0,5518.0,4957.0,139.0,1420.0,517.0,1420.0,147.0,543.0,15241.0,14626.0,tp-link-kasa-smart-plug-hs105
10.0,11.0,1422.0,3175.0,0.0,0.0,2.0,2.0,4.0,6.0,1014.0,2727.0,2294.0,2056.0,139.0,1420.0,517.0,1420.0,165.0,516.0,6163.0,5889.0,tp-link-kasa-smart-plug-hs105
11.0,11.0,1462.0,3175.0,0.0,0.0,2.0,2.0,4.0,6.0,1014.0,2727.0,5067.0,5058.0,139.0,1420.0,517.0,1420.0,165.0,516.0,14859.0,14889.0,tp-link-kasa-smart-plug-hs105
27.0,20.0,3011.0,4231.0,0.0,0.0,2.0,1.0,13.0,13.0,1923.0,3423.0,61594.0,84279.0,139.0,2301.0,517.0,2301.0,129.0,663.0,72862.0,94733.0,tp-link-kasa-smart-plug-hs105
10.0,11.0,1422.0,3175.0,0.0,0.0,2.0,2.0,4.0,6.0,1014.0,2727.0,1955.0,1751.0,139.0,1420.0,517.0,1420.0,165.0,516.0,5176.0,4977.0,tp-link-kasa-smart-plug-hs105
10.0,11.0,1422.0,3175.0,0.0,0.0,2.0,2.0,4.0,6.0,1014.0,2727.0,6191.0,5564.0,139.0,1420.0,517.0,1420.0,165.0,516.0,17181.0,16407.0,tp-link-kasa-smart-plug-hs105
10.0,11.0,1422.0,3175.0,0.0,0.0,2.0,2.0,4.0,6.0,1014.0,2727.0,2296.0,2058.0,139.0,1420.0,517.0,1420.0,165.0,516.0,6159.0,5886.0,tp-link-kasa-smart-plug-hs105
10.0,11.0,1422.0,3175.0,0.0,0.0,2.0,2.0,4.0,6.0,1014.0,2727.0,2293.0,2055.0,139.0,1420.0,517.0,1420.0,165.0,516.0,6140.0,5866.0,tp-link-kasa-smart-plug-hs105
10.0,11.0,1422.0,3175.0,0.0,0.0,2.0,2.0,4.0,6.0,1014.0,2727.0,1184.0,1059.0,139.0,1420.0,517.0,1420.0,165.0,516.0,3026.0,2895.0,tp-link-kasa-smart-plug-hs105
10.0,11.0,1422.0,3175.0,0.0,0.0,2.0,2.0,4.0,6.0,1014.0,2727.0,2521.0,2261.0,139.0,1420.0,517.0,1420.0,165.0,516.0,6797.0,6495.0,tp-link-kasa-smart-plug-hs105
10.0,11.0,1422.0,3175.0,0.0,0.0,2.0,2.0,4.0,6.0,1014.0,2727.0,1633.0,1461.0,139.0,1420.0,517.0,1420.0,165.0,516.0,4277.0,4089.0,tp-link-kasa-smart-plug-hs105
11.0,11.0,1462.0,3175.0,0.0,0.0,2.0,2.0,4.0,6.0,1014.0,2727.0,1360.0,1353.0,139.0,1420.0,517.0,1420.0,165.0,516.0,3733.0,3737.0,tp-link-kasa-smart-plug-hs105
10.0,11.0,1422.0,3175.0,0.0,0.0,2.0,2.0,4.0,6.0,1014.0,2727.0,3849.0,3457.0,139.0,1420.0,517.0,1420.0,165.0,516.0,10533.0,10093.0,tp-link-kasa-smart-plug-hs105
10.0,11.0,1422.0,3175.0,0.0,0.0,2.0,2.0,4.0,6.0,1014.0,2727.0,3186.0,2860.0,139.0,1420.0,517.0,1420.0,165.0,516.0,8674.0,8288.0,tp-link-kasa-smart-plug-hs105
10.0,11.0,1422.0,3175.0,0.0,0.0,2.0,2.0,4.0,6.0,1014.0,2727.0,6638.0,5966.0,139.0,1420.0,517.0,1420.0,165.0,516.0,18444.0,17612.0,tp-link-kasa-smart-plug-hs105
26.0,19.0,2971.0,4106.0,0.0,0.0,2.0,2.0,13.0,13.0,1923.0,3338.0,64065.0,88956.0,139.0,1420.0,517.0,1420.0,129.0,441.0,74302.0,93696.0,tp-link-kasa-smart-plug-hs105
10.0,11.0,1422.0,3175.0,0.0,0.0,2.0,2.0,4.0,6.0,1014.0,2727.0,2736.0,2455.0,139.0,1420.0,517.0,1420.0,165.0,516.0,7418.0,7091.0,tp-link-kasa-smart-plug-hs105
10.0,11.0,1422.0,3175.0,0.0,0.0,2.0,2.0,4.0,6.0,1014.0,2727.0,5191.0,4663.0,139.0,1420.0,517.0,1420.0,165.0,516.0,14348.0,13702.0,tp-link-kasa-smart-plug-hs105
10.0,11.0,1422.0,3175.0,0.0,0.0,2.0,2.0,4.0,6.0,1014.0,2727.0,3182.0,2856.0,139.0,1420.0,517.0,1420.0,165.0,516.0,8664.0,8278.0,tp-link-kasa-smart-plug-hs105
10.0,11.0,1422.0,3175.0,0.0,0.0,2.0,2.0,4.0,6.0,1014.0,2727.0,962.0,857.0,139.0,1420.0,517.0,1420.0,165.0,516.0,2383.0,2285.0,tp-link-kasa-smart-plug-hs105
10.0,11.0,1422.0,3175.0,0.0,0.0,2.0,2.0,4.0,6.0,1014.0,2727.0,6859.0,6165.0,139.0,1420.0,517.0,1420.0,165.0,516.0,19070.0,18209.0,tp-link-kasa-smart-plug-hs105
10.0,11.0,1422.0,3175.0,0.0,0.0,2.0,2.0,4.0,6.0,1014.0,2727.0,1399.0,1251.0,139.0,1420.0,517.0,1420.0,165.0,516.0,3635.0,3476.0,tp-link-kasa-smart-plug-hs105
10.0,11.0,1422.0,3175.0,0.0,0.0,2.0,2.0,4.0,6.0,1014.0,2727.0,3406.0,3058.0,139.0,1420.0,517.0,1420.0,165.0,516.0,9309.0,8892.0,tp-link-kasa-smart-plug-hs105
10.0,11.0,1422.0,3175.0,0.0,0.0,2.0,2.0,4.0,6.0,1014.0,2727.0,12423.0,11172.0,139.0,1420.0,517.0,1420.0,165.0,516.0,34800.0,33226.0,tp-link-kasa-smart-plug-hs105
27.0,20.0,3112.0,4146.0,0.0,0.0,2.0,2.0,14.0,13.0,2024.0,3338.0,61606.0,84282.0,139.0,1420.0,517.0,1420.0,129.0,441.0,72873.0,91360.0,tp-link-kasa-smart-plug-hs105
27.0,20.0,3112.0,4146.0,0.0,0.0,2.0,2.0,14.0,13.0,2024.0,3338.0,61582.0,84244.0,139.0,1420.0,517.0,1420.0,129.0,441.0,72884.0,91357.0,tp-link-kasa-smart-plug-hs105
10.0,11.0,1422.0,3175.0,0.0,0.0,2.0,2.0,4.0,6.0,1014.0,2727.0,2847.0,2554.0,139.0,1420.0,517.0,1420.0,165.0,516.0,7711.0,7367.0,tp-link-kasa-smart-plug-hs105
10.0,11.0,1422.0,3175.0,0.0,0.0,2.0,2.0,4.0,6.0,1014.0,2727.0,2739.0,2458.0,139.0,1420.0,517.0,1420.0,165.0,516.0,7425.0,7094.0,tp-link-kasa-smart-plug-hs105
11.0,11.0,1462.0,3175.0,0.0,0.0,2.0,2.0,4.0,6.0,1014.0,2727.0,1715.0,1707.0,139.0,1420.0,517.0,1420.0,165.0,516.0,4809.0,4839.0,tp-link-kasa-smart-plug-hs105
10.0,11.0,1422.0,3175.0,0.0,0.0,2.0,2.0,4.0,6.0,1014.0,2727.0,6561.0,5897.0,139.0,1420.0,517.0,1420.0,165.0,516.0,18223.0,17403.0,tp-link-kasa-smart-plug-hs105
11.0,14.0,1979.0,5596.0,0.0,0.0,3.0,4.0,5.0,8.0,1531.0,5028.0,3371.0,2587.0,139.0,1420.0,517.0,1420.0,181.0,556.0,9664.0,2488.0,tp-link-kasa-smart-plug-hs105
10.0,11.0,1422.0,3175.0,0.0,0.0,2.0,2.0,4.0,6.0,1014.0,2727.0,4076.0,3660.0,139.0,1420.0,517.0,1420.0,165.0,516.0,11187.0,10686.0,tp-link-kasa-smart-plug-hs105
10.0,11.0,1422.0,3175.0,0.0,0.0,2.0,2.0,4.0,6.0,1014.0,2727.0,1408.0,1259.0,139.0,1420.0,517.0,1420.0,165.0,516.0,3634.0,3476.0,tp-link-kasa-smart-plug-hs105
10.0,11.0,1422.0,3175.0,0.0,0.0,2.0,2.0,4.0,6.0,1014.0,2727.0,4854.0,4360.0,139.0,1420.0,517.0,1420.0,165.0,516.0,13394.0,12792.0,tp-link-kasa-smart-plug-hs105
10.0,11.0,1422.0,3175.0,0.0,0.0,2.0,2.0,4.0,6.0,1014.0,2727.0,2846.0,2554.0,139.0,1420.0,517.0,1420.0,165.0,516.0,7735.0,7391.0,tp-link-kasa-smart-plug-hs105
24.0,21.0,2790.0,4085.0,0.0,0.0,2.0,2.0,12.0,12.0,1822.0,3237.0,58396.0,67151.0,139.0,1420.0,517.0,1420.0,128.0,440.0,71101.0,84423.0,tp-link-kasa-smart-plug-hs105
10.0,11.0,1422.0,4462.0,0.0,0.0,2.0,3.0,4.0,6.0,1014.0,4014.0,19239.0,17308.0,139.0,1420.0,517.0,1420.0,165.0,599.0,54063.0,51636.0,tp-link-kasa-smart-plug-hs105
28.0,25.0,3344.0,4431.0,0.0,0.0,2.0,1.0,16.0,13.0,2216.0,3423.0,59313.0,66706.0,139.0,2301.0,517.0,2301.0,130.0,663.0,71533.0,75877.0,tp-link-kasa-smart-plug-hs105
26.0,18.0,2870.0,4151.0,0.0,0.0,2.0,2.0,12.0,14.0,1822.0,3423.0,64019.0,94127.0,139.0,1420.0,517.0,1420.0,128.0,443.0,74264.0,96491.0,tp-link-kasa-smart-plug-hs105
11.0,11.0,1462.0,3175.0,0.0,0.0,2.0,2.0,4.0,6.0,1014.0,2727.0,776.0,768.0,139.0,1420.0,517.0,1420.0,165.0,516.0,2006.0,2032.0,tp-link-kasa-smart-plug-hs105
10.0,11.0,1422.0,3175.0,0.0,0.0,2.0,2.0,4.0,6.0,1014.0,2727.0,1405.0,1257.0,139.0,1420.0,517.0,1420.0,165.0,516.0,3662.0,3501.0,tp-link-kasa-smart-plug-hs105
10.0,11.0,1422.0,3175.0,0.0,0.0,2.0,2.0,4.0,6.0,1014.0,2727.0,2966.0,2661.0,139.0,1420.0,517.0,1420.0,165.0,516.0,8051.0,7692.0,tp-link-kasa-smart-plug-hs105
11.0,11.0,1462.0,3175.0,0.0,0.0,2.0,2.0,4.0,6.0,1014.0,2727.0,2362.0,2354.0,139.0,1420.0,517.0,1420.0,165.0,516.0,6740.0,6769.0,tp-link-kasa-smart-plug-hs105
10.0,11.0,1422.0,3175.0,0.0,0.0,2.0,2.0,4.0,6.0,1014.0,2727.0,2962.0,2658.0,139.0,1420.0,517.0,1420.0,165.0,516.0,8060.0,7701.0,tp-link-kasa-smart-plug-hs105
10.0,11.0,1422.0,3175.0,0.0,0.0,2.0,2.0,4.0,6.0,1014.0,2727.0,1843.0,1651.0,139.0,1420.0,517.0,1420.0,165.0,516.0,4890.0,4675.0,tp-link-kasa-smart-plug-hs105
10.0,11.0,1422.0,3175.0,0.0,0.0,2.0,2.0,4.0,6.0,1014.0,2727.0,6749.0,6066.0,139.0,1420.0,517.0,1420.0,165.0,516.0,18771.0,17923.0,tp-link-kasa-smart-plug-hs105
10.0,11.0,1422.0,3042.0,0.0,0.0,2.0,2.0,4.0,5.0,1014.0,2594.0,1961.0,1757.0,139.0,1420.0,517.0,1420.0,165.0,543.0,5193.0,5035.0,tp-link-kasa-smart-plug-hs105
10.0,11.0,1422.0,3175.0,0.0,0.0,2.0,2.0,4.0,6.0,1014.0,2727.0,2849.0,2556.0,139.0,1420.0,517.0,1420.0,165.0,516.0,7722.0,7379.0,tp-link-kasa-smart-plug-hs105
10.0,11.0,1422.0,3175.0,0.0,0.0,2.0,2.0,4.0,6.0,1014.0,2727.0,3848.0,3456.0,139.0,1420.0,517.0,1420.0,165.0,516.0,10558.0,10086.0,tp-link-kasa-smart-plug-hs105
10.0,13.0,1422.0,3393.0,0.0,0.0,2.0,2.0,4.0,8.0,1014.0,2865.0,759.0,714.0,139.0,1420.0,517.0,1420.0,165.0,477.0,1819.0,1764.0,tp-link-kasa-smart-plug-hs105
10.0,13.0,1422.0,3393.0,0.0,0.0,2.0,2.0,4.0,8.0,1014.0,2865.0,1757.0,1465.0,139.0,1420.0,517.0,1420.0,165.0,477.0,4629.0,4451.0,tp-link-kasa-smart-plug-hs105
30.0,23.0,3589.0,4468.0,0.0,0.0,4.0,2.0,15.0,15.0,2381.0,3540.0,55205.0,72757.0,139.0,1420.0,517.0,1420.0,129.0,443.0,69460.0,86395.0,tp-link-kasa-smart-plug-hs105
26.0,19.0,2971.0,4106.0,0.0,0.0,2.0,2.0,13.0,13.0,1923.0,3338.0,64015.0,88903.0,139.0,1420.0,517.0,1420.0,129.0,441.0,74256.0,93661.0,tp-link-kasa-smart-plug-hs105
10.0,11.0,1422.0,3175.0,0.0,0.0,2.0,2.0,4.0,6.0,1014.0,2727.0,3745.0,3362.0,139.0,1420.0,517.0,1420.0,165.0,516.0,10242.0,9784.0,tp-link-kasa-smart-plug-hs105
10.0,11.0,1422.0,3175.0,0.0,0.0,2.0,2.0,4.0,6.0,1014.0,2727.0,2409.0,2159.0,139.0,1420.0,517.0,1420.0,165.0,516.0,6464.0,6177.0,tp-link-kasa-smart-plug-hs105
10.0,11.0,1422.0,3175.0,0.0,0.0,2.0,2.0,4.0,6.0,1014.0,2727.0,3411.0,3061.0,139.0,1420.0,517.0,1420.0,165.0,516.0,9303.0,8888.0,tp-link-kasa-smart-plug-hs105
10.0,11.0,1422.0,3175.0,0.0,0.0,2.0,2.0,4.0,6.0,1014.0,2727.0,6083.0,5466.0,139.0,1420.0,517.0,1420.0,165.0,516.0,16854.0,16095.0,tp-link-kasa-smart-plug-hs105
10.0,11.0,1422.0,3175.0,0.0,0.0,2.0,2.0,4.0,6.0,1014.0,2727.0,10424.0,9374.0,139.0,1420.0,517.0,1420.0,165.0,516.0,29143.0,27827.0,tp-link-kasa-smart-plug-hs105
11.0,11.0,1462.0,3175.0,0.0,0.0,2.0,2.0,4.0,6.0,1014.0,2727.0,4274.0,4265.0,139.0,1420.0,517.0,1420.0,165.0,516.0,12487.0,12490.0,tp-link-kasa-smart-plug-hs105
27.0,20.0,3112.0,4146.0,0.0,0.0,2.0,1.0,14.0,12.0,2024.0,3338.0,61596.0,84280.0,139.0,2301.0,517.0,2301.0,129.0,662.0,72863.0,91327.0,tp-link-kasa-smart-plug-hs105
11.0,11.0,1462.0,3175.0,0.0,0.0,2.0,2.0,4.0,6.0,1014.0,2727.0,411.0,402.0,139.0,1420.0,517.0,1420.0,165.0,516.0,875.0,908.0,tp-link-kasa-smart-plug-hs105
11.0,11.0,1462.0,3175.0,0.0,0.0,2.0,2.0,4.0,6.0,1014.0,2727.0,5172.0,5163.0,139.0,1420.0,517.0,1420.0,165.0,516.0,15179.0,15187.0,tp-link-kasa-smart-plug-hs105
10.0,11.0,1422.0,3175.0,0.0,0.0,2.0,2.0,4.0,6.0,1014.0,2727.0,2849.0,2555.0,139.0,1420.0,517.0,1420.0,165.0,516.0,7711.0,7369.0,tp-link-kasa-smart-plug-hs105
11.0,11.0,1462.0,3175.0,0.0,0.0,2.0,2.0,4.0,6.0,1014.0,2727.0,959.0,951.0,139.0,1420.0,517.0,1420.0,165.0,516.0,2532.0,2566.0,tp-link-kasa-smart-plug-hs105
10.0,11.0,1422.0,3175.0,0.0,0.0,2.0,2.0,4.0,6.0,1014.0,2727.0,1185.0,1058.0,139.0,1420.0,517.0,1420.0,165.0,516.0,3005.0,2876.0,tp-link-kasa-smart-plug-hs105
10.0,11.0,1422.0,3175.0,0.0,0.0,2.0,2.0,4.0,6.0,1014.0,2727.0,7728.0,6947.0,139.0,1420.0,517.0,1420.0,165.0,516.0,21514.0,20544.0,tp-link-kasa-smart-plug-hs105
10.0,11.0,1422.0,3175.0,0.0,0.0,2.0,2.0,4.0,6.0,1014.0,2727.0,1848.0,1655.0,139.0,1420.0,517.0,1420.0,165.0,516.0,4892.0,4677.0,tp-link-kasa-smart-plug-hs105
10.0,11.0,1422.0,3175.0,0.0,0.0,2.0,2.0,4.0,6.0,1014.0,2727.0,2971.0,2665.0,139.0,1420.0,517.0,1420.0,165.0,516.0,8066.0,7706.0,tp-link-kasa-smart-plug-hs105
10.0,11.0,1422.0,3175.0,0.0,0.0,2.0,2.0,4.0,6.0,1014.0,2727.0,1742.0,1559.0,139.0,1420.0,517.0,1420.0,165.0,516.0,4577.0,4374.0,tp-link-kasa-smart-plug-hs105
10.0,11.0,1422.0,3175.0,0.0,0.0,2.0,2.0,4.0,6.0,1014.0,2727.0,4961.0,4456.0,139.0,1420.0,517.0,1420.0,165.0,516.0,13688.0,13074.0,tp-link-kasa-smart-plug-hs105
11.0,11.0,1462.0,3175.0,0.0,0.0,2.0,2.0,4.0,6.0,1014.0,2727.0,2361.0,2353.0,139.0,1420.0,517.0,1420.0,165.0,516.0,6746.0,6775.0,tp-link-kasa-smart-plug-hs105
26.0,20.0,2971.0,4231.0,0.0,0.0,2.0,2.0,13.0,14.0,1923.0,3423.0,64049.0,84263.0,139.0,1420.0,517.0,1420.0,129.0,443.0,74288.0,91330.0,tp-link-kasa-smart-plug-hs105
26.0,18.0,3238.0,3933.0,0.0,0.0,3.0,2.0,14.0,12.0,2190.0,3205.0,64015.0,94132.0,139.0,1420.0,517.0,1420.0,132.0,442.0,74285.0,97778.0,tp-link-kasa-smart-plug-hs105
10.0,11.0,1422.0,3175.0,0.0,0.0,2.0,2.0,4.0,6.0,1014.0,2727.0,1963.0,1759.0,139.0,1420.0,517.0,1420.0,165.0,516.0,5210.0,4979.0,tp-link-kasa-smart-plug-hs105
10.0,11.0,1422.0,3175.0,0.0,0.0,2.0,2.0,4.0,6.0,1014.0,2727.0,4742.0,4259.0,139.0,1420.0,517.0,1420.0,165.0,516.0,13080.0,12493.0,tp-link-kasa-smart-plug-hs105
11.0,11.0,1462.0,3175.0,0.0,0.0,2.0,2.0,4.0,6.0,1014.0,2727.0,709.0,701.0,139.0,1420.0,517.0,1420.0,165.0,516.0,1785.0,1814.0,tp-link-kasa-smart-plug-hs105
10.0,11.0,1422.0,3175.0,0.0,0.0,2.0,2.0,4.0,6.0,1014.0,2727.0,2076.0,1859.0,139.0,1420.0,517.0,1420.0,165.0,516.0,5525.0,5279.0,tp-link-kasa-smart-plug-hs105
11.0,11.0,1462.0,3175.0,0.0,0.0,2.0,2.0,4.0,6.0,1014.0,2727.0,4071.0,4062.0,139.0,1420.0,517.0,1420.0,165.0,516.0,11875.0,11881.0,tp-link-kasa-smart-plug-hs105
10.0,11.0,1422.0,3175.0,0.0,0.0,2.0,2.0,4.0,6.0,1014.0,2727.0,5196.0,4668.0,139.0,1420.0,517.0,1420.0,165.0,516.0,14357.0,13711.0,tp-link-kasa-smart-plug-hs105
10.0,11.0,1422.0,3175.0,0.0,0.0,2.0,2.0,4.0,6.0,1014.0,2727.0,6057.0,5440.0,139.0,1420.0,517.0,1420.0,165.0,516.0,16782.0,16022.0,tp-link-kasa-smart-plug-hs105
10.0,11.0,1422.0,3175.0,0.0,0.0,2.0,2.0,4.0,6.0,1014.0,2727.0,2624.0,2353.0,139.0,1420.0,517.0,1420.0,165.0,516.0,7074.0,6759.0,tp-link-kasa-smart-plug-hs105
10.0,11.0,1422.0,3175.0,0.0,0.0,2.0,2.0,4.0,6.0,1014.0,2727.0,2739.0,2456.0,139.0,1420.0,517.0,1420.0,165.0,516.0,7408.0,7077.0,tp-link-kasa-smart-plug-hs105
